Name,ID,Chromosome,Strand,Gene start,Gene end,Expression start,Expression end,Alias Name,Type,Source,Expression,Host gene,overlapping gene,Rfam ID,p-value,RNA family name,RNA family,comment,Conservation,Reported1 (R) ,Human1 (H),Conserved1 (C),Selected1,ICI1,,Reported2 (R),Human2 (H),Conserved2 (C),Selected2,ICI,,,,,,,,,,,,,
NA,snoID_0858,chr3,+,141216449,141216699,141216586,141216699,AluACA340,ALUACA,PMID:22892240,51,RASA2,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0859,chrX,-,122823309,122823559,122823330,122823309,AluACA21,ALUACA,PMID:22892240,50,THOC2,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0860,chr1,+,155698386,155698636,155698522,155698636,AluACA33,ALUACA,PMID:22892240,50,DAP3,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0861,chr1,+,246932902,246933152,246932882,246933152,AluACA56,ALUACA,PMID:22892240,48,NA,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0862,chr6,+,151253033,151253283,151253169,151253283,AluACA31,ALUACA,PMID:22892240,47,MTHFD1L,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0863,chr13,+,33342666,33342916,33342802,33342916,AluACA167,ALUACA,PMID:22892240,46,PDS5B,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0864,chr1,+,28890099,28890349,28890242,28890349,AluACA339,ALUACA,PMID:22892240,45,TRNAU1AP,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0865,chr12,-,122787177,122787427,122787410,122787177,AluACA227,ALUACA,PMID:22892240,45,CLIP1,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0866,chr2,-,178102279,178102529,178102385,178102279,AluACA71,ALUACA,PMID:22892240,44,NFE2L2,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0867,chr1,-,2317902,2318152,2318082,2317902,AluACA141,ALUACA,PMID:22892240,44,MORN1,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0868,chr3,+,129017726,129017976,129017869,129017976,AluACA287,ALUACA,PMID:22892240,43,C3orf37,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0869,chr2,+,63105888,63106138,63106031,63106138,AluACA202,ALUACA,PMID:22892240,42,EHBP1,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0870,chr16,+,67131183,67131433,67131319,67131433,AluACA285,ALUACA,PMID:22892240,42,CBFB,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0871,chr1,+,161331368,161331618,161331504,161331618,AluACA264,ALUACA,PMID:22892240,42,SDHC,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0872,chr1,-,156294294,156294544,156294358,156294294,AluACA346,ALUACA,PMID:22892240,42,CCT3,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0873,chr6,-,152508893,152509143,152509160,152508893,AluACA307,ALUACA,PMID:22892240,41,SYNE1,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0874,chr16,+,57283937,57284187,57283971,57284187,AluACA222,ALUACA,PMID:22892240,40,ARL2BP,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0875,chr16,-,11866585,11866835,11866608,11866585,AluACA240,ALUACA,PMID:22892240,40,ZC3H7A,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0876,chr2,+,48588341,48588591,48588484,48588591,AluACA79,ALUACA,PMID:22892240,39,FOXN2,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0877,chr1,-,43225297,43225547,43225467,43225297,AluACA36,ALUACA,PMID:22892240,38,LEPRE1,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0878,chr12,+,4459678,4459928,4459821,4459928,AluACA210,ALUACA,PMID:22892240,37,C12orf5,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0879,chr5,-,132352168,132352418,132352243,132352168,AluACA61,ALUACA,PMID:22892240,36,ZCCHC10,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0880,chr8,-,118932376,118932626,118932482,118932376,AluACA251,ALUACA,PMID:22892240,35,EXT1,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0881,chr8,-,613792,614042,613906,613792,AluACA117,ALUACA,PMID:22892240,34,NA,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0882,chr11,-,18600447,18600697,18600553,18600447,AluACA87,ALUACA,PMID:22892240,33,UEVLD,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0883,chr1,+,239912703,239912953,239912844,239912953,AluACA84,ALUACA,PMID:22892240,32,CHRM3,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0884,chr14,-,21829508,21829758,21829737,21829508,AluACA80,ALUACA,PMID:22892240,30,SUPT16H,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0885,chr9,-,27287827,27288077,27287876,27287827,AluACA29,ALUACA,PMID:22892240,29,EQTN,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0886,chr17,-,40890810,40891060,40890910,40890810,AluACA217,ALUACA,PMID:22892240,29,EZH1,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0887,chr17,-,27593954,27594204,27593962,27593954,AluACA180,ALUACA,PMID:22892240,29,NUFIP2,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0888,chr16,-,71836202,71836452,71836206,71836202,AluACA178,ALUACA,PMID:22892240,29,AP1G1,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0889,chr17,-,60116985,60117235,60116997,60116985,AluACA45,ALUACA,PMID:22892240,27,MED13,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0890,chr17,+,29680371,29680621,29680529,29680621,AluACA174,ALUACA,PMID:22892240,27,NF1,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0891,chr6,-,31615825,31616075,31616024,31615825,AluACA62,ALUACA,PMID:22892240,26,BAG6,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0892,chr20,+,51830992,51831242,51831036,51831242,AluACA155,ALUACA,PMID:22892240,26,TSHZ2,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0893,chr22,+,40759475,40759725,40759638,40759725,AluACA58,ALUACA,PMID:22892240,25,ADSL,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0894,chr8,+,22371496,22371746,22371631,22371746,AluACA146,ALUACA,PMID:22892240,24,PPP3CC,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0895,chr19,+,47431924,47432174,47432060,47432174,AluACA113,ALUACA,PMID:22892240,24,ARHGAP35,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0896,chr1,-,197107465,197107715,197107565,197107465,AluACA248,ALUACA,PMID:22892240,24,ASPM,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0897,chr7,+,64284051,64284301,64284238,64284301,AluACA303,ALUACA,PMID:22892240,23,ZNF138,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0898,chr17,+,1753921,1754171,1754038,1754171,AluACA118,ALUACA,PMID:22892240,23,RPA1,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0899,chr6,-,99993877,99994127,99993901,99993877,AluACA42,ALUACA,PMID:22892240,22,CCNC,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0900,chr15,-,51027136,51027386,51027228,51027136,AluACA224,ALUACA,PMID:22892240,22,SPPL2A,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0901,chr9,-,124781760,124782010,124781827,124781760,AluACA90,ALUACA,PMID:22892240,21,TTLL11,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0902,chr5,+,72201459,72201709,72201644,72201709,AluACA281,ALUACA,PMID:22892240,21,TNPO1,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0903,chr2,+,10115749,10115999,10115938,10115999,AluACA329,ALUACA,PMID:22892240,21,GRHL1,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0904,chr1,-,155315398,155315648,155315498,155315398,AluACA208,ALUACA,PMID:22892240,21,ASH1L,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0905,chr1,+,9373194,9373444,9373240,9373444,AluACA32,ALUACA,PMID:22892240,20,SPSB1,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0906,chr16,+,67898147,67898397,67898194,67898397,AluACA8,ALUACA,PMID:22892240,20,NUTF2,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0907,chr1,-,156245950,156246200,156246132,156245950,AluACA78,ALUACA,PMID:22892240,20,SMG5,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0908,chr5,+,96090778,96091028,96090829,96091028,AluACA93,ALUACA,PMID:22892240,19,CAST,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0909,chr20,-,5574968,5575218,5575033,5574968,AluACA292,ALUACA,PMID:22892240,19,GPCPD1,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0910,chr19,-,5678785,5679035,5678892,5678785,AluACA13,ALUACA,PMID:22892240,19,C19orf70,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0911,chr18,+,32296262,32296512,32296406,32296512,AluACA326,ALUACA,PMID:22892240,19,DTNA,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0912,chr14,-,51482265,51482515,51482346,51482265,AluACA218,ALUACA,PMID:22892240,19,TRIM9,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0913,chr1,+,32483797,32484047,32483942,32484047,AluACA103,ALUACA,PMID:22892240,19,KHDRBS1,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0914,chr1,+,235579219,235579469,235579362,235579469,AluACA170,ALUACA,PMID:22892240,19,TBCE,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0915,chr5,-,74727909,74728159,74727912,74727909,AluACA220,ALUACA,PMID:22892240,18,COL4A3BP,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0916,chr3,+,196632826,196633076,196632989,196633076,AluACA337,ALUACA,PMID:22892240,18,SENP5,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0917,chr12,+,50813423,50813673,50813451,50813673,AluACA308,ALUACA,PMID:22892240,18,LARP4,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0918,chr5,+,37559682,37559932,37559826,37559932,AluACA261,ALUACA,PMID:22892240,17,WDR70,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0919,chr19,-,14526144,14526394,14526198,14526144,AluACA237,ALUACA,PMID:22892240,17,DDX39A,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0920,chr16,+,48378565,48378815,48378609,48378815,AluACA284,ALUACA,PMID:22892240,17,LONP2,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0921,chr2,-,180094893,180095143,180095000,180094893,AluACA280,ALUACA,PMID:22892240,16,SESTD1,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0922,chr15,-,74930707,74930957,74931000,74930707,AluACA344,ALUACA,PMID:22892240,16,EDC3,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0923,chr12,-,95446792,95447042,95446900,95446792,AluACA51,ALUACA,PMID:22892240,16,NR2C1,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0924,chr11,+,73560880,73561130,73561061,73561130,AluACA75,ALUACA,PMID:22892240,16,MRPL48,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0925,chr9,+,112721660,112721910,112721796,112721910,AluACA249,ALUACA,PMID:22892240,15,PALM2-AKAP2,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0926,chr6,-,136825851,136826101,136825935,136825851,AluACA196,ALUACA,PMID:22892240,15,MAP7,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0927,chr16,+,89618034,89618284,89618077,89618284,AluACA137,ALUACA,PMID:22892240,15,SPG7,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0928,chr16,+,627312,627562,627455,627562,AluACA156,ALUACA,PMID:22892240,15,PIGQ,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0929,chr12,-,12282519,12282769,12282604,12282519,AluACA86,ALUACA,PMID:22892240,15,LRP6,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0930,chr12,-,110897078,110897328,110897185,110897078,AluACA336,ALUACA,PMID:22892240,15,GPN3,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0931,chr3,+,122855321,122855571,122855457,122855571,AluACA48,ALUACA,PMID:22892240,14,PDIA5,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0932,chr18,-,55323650,55323900,55323735,55323650,AluACA332,ALUACA,PMID:22892240,14,ATP8B1,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0933,chr17,+,80496096,80496346,80496276,80496346,AluACA133,ALUACA,PMID:22892240,14,FOXK2,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0934,chr17,+,74735991,74736241,74735962,74736241,AluACA321,ALUACA,PMID:22892240,14,MFSD11,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0935,chr13,-,77582720,77582970,77582918,77582720,AluACA154,ALUACA,PMID:22892240,14,FBXL3,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0936,chr1,+,144812518,144812768,144812670,144812768,AluACA69,ALUACA,PMID:22892240,14,NBPF8,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0937,chr1,+,144812518,144812768,144812670,144812768,AluACA121,ALUACA,PMID:22892240,14,NBPF8,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0938,chr10,-,72078596,72078846,72078662,72078596,AluACA166,ALUACA,PMID:22892240,14,LRRC20,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0939,chr10,-,33498437,33498687,33498543,33498437,AluACA289,ALUACA,PMID:22892240,14,NRP1,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0940,chr7,+,129368044,129368294,129368197,129368294,AluACA213,ALUACA,PMID:22892240,13,NRF1,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0941,chr6,+,42861053,42861303,42861095,42861303,AluACA63,ALUACA,PMID:22892240,13,NA,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0942,chr4,-,1990705,1990955,1990714,1990705,AluACA199,ALUACA,PMID:22892240,13,NELFA,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0943,chr20,+,34833682,34833932,34833860,34833932,AluACA123,ALUACA,PMID:22892240,13,AAR2,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0944,chr14,-,31577330,31577580,31577396,31577330,AluACA37,ALUACA,PMID:22892240,13,HECTD1,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0945,chr12,+,8857808,8858058,8857951,8858058,AluACA9,ALUACA,PMID:22892240,13,RIMKLB,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0946,chr10,-,28345037,28345287,28345184,28345037,AluACA204,ALUACA,PMID:22892240,13,MPP7,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0947,chr7,-,6496217,6496467,6496218,6496217,AluACA188,ALUACA,PMID:22892240,12,DAGLB,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0948,chr19,-,9538028,9538278,9538094,9538028,AluACA76,ALUACA,PMID:22892240,12,ZNF266,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0949,chr17,+,40669033,40669283,40669268,40669283,AluACA265,ALUACA,PMID:22892240,12,ATP6V0A1,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0950,chr16,+,68161326,68161576,68161494,68161576,AluACA294,ALUACA,PMID:22892240,12,NFATC3,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0951,chr12,+,102520907,102521157,102521152,102521157,AluACA108,ALUACA,PMID:22892240,12,PARPBP,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0952,chrX,+,19363423,19363673,19363545,19363673,AluACA19,ALUACA,PMID:22892240,11,PDHA1,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0953,chr22,+,40583948,40584198,40584122,40584198,AluACA148,ALUACA,PMID:22892240,11,TNRC6B,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0954,chr19,+,42374047,42374297,42374086,42374297,AluACA317,ALUACA,PMID:22892240,11,RPS19,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0955,chr4,-,106371797,106372047,106371895,106371797,AluACA70,ALUACA,PMID:22892240,10,PPA2,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0956,chr17,-,34873135,34873385,34873200,34873135,AluACA144,ALUACA,PMID:22892240,10,MYO19,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0957,chr17,+,27790324,27790574,27790391,27790574,AluACA233,ALUACA,PMID:22892240,10,TAOK1,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0958,chr12,-,117623710,117623960,117623818,117623710,AluACA256,ALUACA,PMID:22892240,10,FBXO21,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0959,chr8,+,56695713,56695963,56695698,56695963,AluACA347,ALUACA,PMID:22892240,9,TGS1,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0960,chr7,+,65394134,65394384,65394280,65394384,AluACA150,ALUACA,PMID:22892240,9,VKORC1L1,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0961,chr7,-,30495242,30495492,30495356,30495242,AluACA331,ALUACA,PMID:22892240,9,NOD1,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0962,chr7,-,151876108,151876358,151876204,151876108,AluACA161,ALUACA,PMID:22892240,9,KMT2C,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0963,chr6,+,157486719,157486969,157486862,157486969,AluACA243,ALUACA,PMID:22892240,9,ARID1B,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0964,chr3,+,61681911,61682161,61681934,61682161,AluACA46,ALUACA,PMID:22892240,9,PTPRG,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
NA,snoID_0965,chr2,-,86836541,86836791,86836627,86836541,AluACA182,ALUACA,PMID:22892240,9,RNF103,NA,NA,1000,NA,Unknown,low expression,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
